correct,asr,error_type,edit_distance,sentence_idx
mccf-max,mcc-fmx-inj,phonetic_substitution,6,7298
sr-fil,srfil,character_substitution,1,7299
gabapax-l,gabapaxil,character_substitution,1,7301
torkast-fx,tocastifex,word_level_error,4,7303
drone-a,drone,character_insertion_deletion,2,7304
inderal-f,inderalif,character_substitution,1,7306
trazem-m,tresa-mem,phonetic_substitution,5,7308
culfer-xt,culfurex,phonetic_substitution,3,7310
fefol-z,phefol-z,character_substitution,2,7311
capreomycin,capriomice,phonetic_substitution,4,7316
sulphate,in,segmentation_error,8,7316
secnorm-o,secnor,character_insertion_deletion,3,7319
succinate,6,segmentation_error,9,7320
glurest-pm,gluraspium,phonetic_substitution,4,7321
ceclo-sp,seclo-sb,character_substitution,2,7327
a2b-h,a2bh,character_substitution,1,7329
ensulate,ensylate,character_substitution,1,7331
hi-trex,hhx,segmentation_error,5,7332
regamycin-s,regomycines,character_substitution,2,7338
hovite-ao,havaiteo,phonetic_substitution,4,7341
clomine,clamaine,character_substitution,2,7342
feririt-xt,ferritex,character_insertion_deletion,3,7345
mebeverine,mebovirine,character_substitution,2,7346
doloneuron-pg,doloneuron,character_insertion_deletion,3,7348
fast-acting,fast,segmentation_error,7,7350
rescinnamine,ricinamine,character_insertion_deletion,3,7351
sulfate,sulphate,character_substitution,2,7353
ipen-cil,ipencl,character_insertion_deletion,2,7354
ferosyn-xt,ferrous,word_level_error,7,7356
carbospark-xt,carbospark,character_insertion_deletion,3,7357
i-up,iop,character_substitution,2,7358
flunarizine,flunorazine,character_substitution,2,7360
mefar-pd,mefrpd,character_insertion_deletion,2,7362
sulphate,sulfate,character_substitution,2,7363
halostrol-f,halostrolef,character_substitution,1,7369
widely-used,widely,segmentation_error,5,7369
bromhexine,bromic,phonetic_substitution,5,7373
phenoxybenzamine,phenoxybenzimine,character_substitution,1,7374
dexrabeprazole,dexraiprazole,character_substitution,2,7375
hippurate,hipurate,character_substitution,1,7378
fc-tab,of,segmentation_error,6,7380
anti-dandruff,antide,phonetic_substitution,8,7385
teclistamab-cqyv,teclastam,phonetic_substitution,8,7391
protriptyline,protryptyline,character_substitution,1,7395
mucorin-a,mucorin,character_insertion_deletion,2,7396
el-gen,lgn,character_insertion_deletion,3,7399
ketodol,ketadol,character_substitution,1,7401
sarilumab,sarolumab,character_substitution,1,7402
irbesartan,herbisartan,word_level_error,3,7405
tricetol,trisytol,character_substitution,2,7407
telstat-h,telstat,character_insertion_deletion,2,7413
extended-release,extended,phonetic_substitution,8,7415
painfree-mr,pain,segmentation_error,7,7415
selumetinib,selamitin,phonetic_substitution,4,7419
sulfate,,segmentation_error,7,7419
b-lytup,belitup,character_substitution,2,7421
imidapril,imidaprol,character_substitution,1,7422
emtricitabine,entricitabine,character_substitution,1,7423
tenofovir,tenofovir-desoproxil,phonetic_substitution,11,7423
zolipax-sr,xolipax,word_level_error,4,7424
sustained-release,sustained,phonetic_substitution,8,7424
hydrocortisone,hydrocortisona,character_substitution,1,7428
aceponate,saponate,word_level_error,3,7428
vogliss-m,voglisem,character_substitution,2,7431
tigecycline,tegacycline,character_substitution,2,7436
topclox-lb,topclock,phonetic_substitution,4,7439
rosutaj-cv,rositage,phonetic_substitution,5,7440
omeprazole,omprazole,character_substitution,1,7441
oflamed-oz,aflame,segmentation_error,5,7445
nux-vomica,nux,segmentation_error,7,7448
brical-zm,bricolseum,phonetic_substitution,4,7449
zy-oxy,zyox,character_insertion_deletion,2,7457
benzylpenicillin,benzyl,phonetic_substitution,10,7458
pangy-dm,pengidiem,phonetic_substitution,5,7460
telekast-l,telecastel,character_substitution,2,7461
a-vin,avn,character_insertion_deletion,2,7463
j-coff,j-cough,word_level_error,3,7470
set-joint,setjoint,character_substitution,1,7472
aurocaine,oracane,word_level_error,4,7474
dox-m-a,toxm,word_level_error,4,7476
cholestyramine,colstyramine,character_insertion_deletion,2,7477
mecap-p,micap-p,character_substitution,1,7481
methylergometrine,methylargomtrine,character_substitution,2,7484
adalimumab-aaty,adalimumabadi,phonetic_substitution,4,7485
nyfe-sa,niface,phonetic_substitution,5,7489
pantagon-dm,pantagondium,phonetic_substitution,3,7490
mix-25,,segmentation_error,6,7491
gliden-mr,gliadin,phonetic_substitution,5,7492
aqua-e,aqua,character_insertion_deletion,2,7493
ulstall-d,alstal,word_level_error,4,7496
fv-tone,fv,segmentation_error,5,7497
clofetam-p,clovetam,character_insertion_deletion,3,7499
h-rax,atrax,character_substitution,2,7501
afroz-od,afroso,character_insertion_deletion,3,7502
mofloren-d,moflurin,phonetic_substitution,4,7503
elvitegravir,elvite,phonetic_substitution,6,7504
maprotiline,mapatiline,character_substitution,2,7505
mb-oc,mboc,character_substitution,1,7506
procaine,procane,character_substitution,1,7507
z-cili-tc,zili,segmentation_error,5,7508
ucx-t,ucxt,character_substitution,1,7510
betnovate-s,betnavay,phonetic_substitution,5,7512
fe-up,pheuptab,word_level_error,6,7514
qure-oz,corozine,word_level_error,7,7517
aceponate,sepinate,word_level_error,3,7518
avdol-p,avdal,character_insertion_deletion,3,7520
noxybest-a,noxibust,phonetic_substitution,4,7522
celofol,celefor,character_substitution,2,7523
dehydroepiandrosterone,dehydropyandrosterone,character_substitution,2,7524
zopap-d,zopap,character_insertion_deletion,2,7525
cari-up,carry-up,character_substitution,2,7526
drospirenone,drospironon,character_substitution,2,7529
zico-d,zeco,character_insertion_deletion,3,7530
danosteo-z,danisteo's,phonetic_substitution,3,7532
besylate,besselate,character_substitution,2,7536
oflokem-oz,aflocomozetab,word_level_error,8,7539
ustekinumab-auub,osteokinumabov,word_level_error,7,7540
granulocyte-macrophage,granulocyte,phonetic_substitution,11,7542
colony-stimulating,macrophage,segmentation_error,17,7542
walamox-cv,wellamox,phonetic_substitution,5,7543
domocid-px,domicid,phonetic_substitution,4,7544
kephazon-s,kefazanase,phonetic_substitution,5,7547
l-cin-a,lcn,phonetic_substitution,4,7550
feliz-s,felizese,character_substitution,2,7551
juvinate-p,juvenate,character_insertion_deletion,3,7552
e-on,aeon,character_substitution,2,7554
dhagla-pro,dagli,segmentation_error,6,7558
well-documented,well,segmentation_error,11,7558
brincidofovir,brinsidofovir,character_substitution,1,7559
acebrofylline,acebrofil,phonetic_substitution,5,7561
fenofibrate,phenofibrate,character_substitution,2,7562
clima-lb,clima,character_insertion_deletion,3,7563
-,tri,character_insertion_deletion,3,7566
nt-cold,t,segmentation_error,6,7566
betamethasone,beta-methasone,character_substitution,1,7567
solubin-c,solu,segmentation_error,5,7567
doloroff-asp,dolarof-isb,phonetic_substitution,4,7570
proage-m,progem,character_insertion_deletion,2,7571
oflostar-oz,aflostarozy,word_level_error,3,7573
oltaur-m,ulti-ram,word_level_error,4,7575
uti-roz,utros-e,phonetic_substitution,5,7576
fol-z,,segmentation_error,5,7578
yom-d,yom,character_insertion_deletion,2,7579
hosit-xt,hossitex,phonetic_substitution,3,7583
elfi-o,alpha-ao,word_level_error,5,7584
omee-mps,omimps,character_insertion_deletion,3,7585
telmic-ct,telmex,phonetic_substitution,5,7586
risankizumab,risinkizumab,character_substitution,1,7589
well-documented,well,segmentation_error,11,7593
e-nyl,anyl,character_substitution,2,7594
vinf-c,vin,character_insertion_deletion,3,7595
durovit-fez,duravit,phonetic_substitution,5,7601
ethacrynate,ethocronate,character_substitution,2,7602
raspberry-flavored,raspberry,phonetic_substitution,9,7603
elred-xt,aridex-d,word_level_error,6,7604
mim-z,mimz,character_substitution,1,7610
guanethidine,guanathidine,character_substitution,1,7612
secukinumab,cecukinumab,character_substitution,1,7616
topwal-gt,topol,segmentation_error,5,7618
rabesler-dsr,rabesler,phonetic_substitution,4,7620
pantox-d,pentox,character_insertion_deletion,3,7621
omeprazole,omprazole,character_substitution,1,7623
health-ok,healthok,character_substitution,1,7625
q-max-oz,qma-xrz,word_level_error,4,7627
stancef-o,stansa,phonetic_substitution,5,7628
maleate,malate,character_substitution,1,7632
bact-m,bactem,character_substitution,1,7633
on-the-go,on,segmentation_error,7,7634
lesite-m,lesite-mkid,character_insertion_deletion,3,7638
levocetirizine,levosterazine,phonetic_substitution,4,7641
sigcet-m,cixitem,word_level_error,5,7641
vertin-mds,vertinam,character_insertion_deletion,3,7644
omee-caine,omikane,phonetic_substitution,5,7648
swapod-o,swopate,phonetic_substitution,5,7649
mvnerve-69,mvnrf69-fe,phonetic_substitution,6,7650
elranatamab,elranatumab,character_substitution,1,7651
pizo-dsr,pesodsr,phonetic_substitution,3,7653
tafvac-b,tofvac,character_insertion_deletion,3,7656
neostigmine,niostigmine,character_substitution,1,7657
methylsulfate,methyl,segmentation_error,7,7657
seral-d,ceroldi,word_level_error,4,7659
crasia-o,kraja,word_level_error,5,7660
flocin-tz,flacentizy,phonetic_substitution,5,7663
walyte-l,walletel,phonetic_substitution,3,7664
ev-syl,epsil,phonetic_substitution,3,7668
sleep-wake,sleep,segmentation_error,5,7669
velinerv-od,villanova,word_level_error,8,7671
dysliptin-c,dysleptin,character_insertion_deletion,3,7672
adeflox-o,edefloc,word_level_error,4,7673
mvnerve-69,mvnerve69,character_substitution,1,7675
noragyl-oz,neurogelose,phonetic_substitution,7,7677
dolochek-p,dolacek-b,phonetic_substitution,3,7678
nexcip-tz,nexiptisi,phonetic_substitution,5,7680
vamorolone,vamoralone,character_substitution,1,7681
nitrol,nitrile,character_substitution,2,7682
trimy-cort,trimekort,phonetic_substitution,3,7683
furoate,furote,character_substitution,1,7684
celiprolol,celaprolol,character_substitution,1,7685
regunine,regune,character_insertion_deletion,2,7686
bitoline,vitoline,character_substitution,1,7688
widely-used,widely,segmentation_error,5,7688
kurab-dsr,cure,segmentation_error,7,7690
methylsulphate,methylsulfate,character_substitution,2,7691
rifamycin,rifamicin,character_substitution,1,7693
levotriz-m,levotrizem,character_substitution,1,7698
l-methionine,elmethion,word_level_error,5,7705
gonal-f,gonal-fpn,character_insertion_deletion,2,7706
doxofylline,doxophiline,phonetic_substitution,3,7707
feton-z,phetan,word_level_error,5,7708
nimpure-ps,nymperps,phonetic_substitution,4,7713
tenemax-m,tenamax,character_insertion_deletion,3,7714
quintor-od,quintero,character_insertion_deletion,3,7718
fluorometholone,fluromtholone,character_insertion_deletion,2,7720
venzol,venzole,character_substitution,1,7721
sulphasalazine,sulfazalazine,phonetic_substitution,3,7722
angifine-sr,angafine-sr,character_substitution,1,7723
ziprasidone,ziprocedone,phonetic_substitution,3,7725
nelfinavir,nelfinevir,character_substitution,1,7728
chitomesh-sf,chitomish,phonetic_substitution,4,7733
intaclox-d,intaclox,character_insertion_deletion,2,7734
colimex-mf,colamexim,phonetic_substitution,3,7735
i-zen,izen,character_substitution,1,7737
fremanezumab-vfrm,fremenzumabvifar,phonetic_substitution,6,7738
rosurica-cv,rogericoceve,phonetic_substitution,6,7739
cepocef-cv,ceposef,phonetic_substitution,4,7745
tg-tor,tgto,character_insertion_deletion,2,7747
plasma-lyte,plasmol,phonetic_substitution,5,7748
wikoryl-nd,wicoril-nd,character_substitution,2,7750
pantop-dsr,pantop,phonetic_substitution,4,7751
difluprednate,difloprednate,character_substitution,1,7753
homatropine,homotropine,character_substitution,1,7754
spenta-d,spented,character_substitution,2,7755
pansum-d,pansom,character_insertion_deletion,3,7758
dashmool,dashmul,character_substitution,2,7759
mepyvit-ct,mepavit,phonetic_substitution,4,7761
pepnil-d,pepnld,character_insertion_deletion,2,7763
stox-or,stocks,word_level_error,4,7766
pipenzolate,pypenzolate,character_substitution,1,7767
quical-z,quickles,phonetic_substitution,3,7768
megaflox-m,megafloxime,character_substitution,2,7770
somophyllin-t,salmophylline,word_level_error,4,7772
nimlid-p,p,segmentation_error,7,7775
preganor-nt,preganerin,phonetic_substitution,3,7782
oleate,olate,character_substitution,1,7783
ethinyloestradiol,ethanilostradiol,phonetic_substitution,3,7788
zenq-10,zenk10,character_substitution,2,7795
trastuzumab-qyyp,trastuzumab-kaib,phonetic_substitution,4,7801
nevirapine,nevropine,character_substitution,2,7806
ace-proxyvon,ace-proxivin,character_substitution,2,7808
mewak-vit,muacfit,phonetic_substitution,5,7812
rovastor-f,ravastaref,phonetic_substitution,3,7813
mr-met-ipr,mr,segmentation_error,8,7816
otrinil-p,atronil-p,character_substitution,2,7817
hizid-n,hizaden,character_substitution,2,7818
pantoza-ct,pantoza,character_insertion_deletion,3,7821
nitrodent-r,nitroden,character_insertion_deletion,3,7824
cetwok-cold,cold,segmentation_error,7,7831
domq-dsr,domtdsr,character_substitution,2,7833
letgo-p,letgo,character_insertion_deletion,2,7834
tyloxapol,tilexepol,phonetic_substitution,3,7835
neuroendocrine,neurone,segmentation_error,7,7838
siadine-m,sidenam,phonetic_substitution,4,7839
methylsulfate,methylsul,phonetic_substitution,4,7840
beta-arteether,beta,segmentation_error,10,7842
ax-cool,exchool,word_level_error,3,7844
normaxin-mb,normaxin,character_insertion_deletion,3,7846
seftri-s,ceftrius,character_substitution,2,7850
walapan-dsr,whalapang,phonetic_substitution,5,7853
cool,coolzone,segmentation_error,4,7856
zone,,segmentation_error,4,7856
zy-hmg,xuhmg,word_level_error,3,7860
zentonac-p,zentenac,character_insertion_deletion,3,7861
glyprolate,gliprolate,character_substitution,1,7862
sulphamethoxypyridazine,sulfamethoxyparadozine,phonetic_substitution,5,7868
wespan-d,westband,word_level_error,3,7871
cally-gb,collagia,word_level_error,5,7873
telody-am,telediem,phonetic_substitution,4,7874
bipiron-xt,bipyrene,phonetic_substitution,5,7875
desvenlafaxine,dysphenlafax,phonetic_substitution,6,7876
succinate,,segmentation_error,9,7876
panvista-d,panvista,character_insertion_deletion,2,7877
translol-cl,translolecl,character_substitution,1,7878
lelet-m,lelitem,character_substitution,2,7879
rafron-dsr,refron,phonetic_substitution,5,7880
hipoly-b,hippoly,word_level_error,3,7881
azatadine,azotidine,character_substitution,2,7884
maleate,malate,character_substitution,1,7884
solopan-dsr,solopan,phonetic_substitution,4,7885
exprog-m,exprogram,character_substitution,2,7887
pdcef-cv,pd-cef-cv-tab,phonetic_substitution,5,7888
dib-fit,diabev,word_level_error,5,7890
voglinorm-gm,voglenorm,phonetic_substitution,4,7892
piperacillin,pipericillin,character_substitution,1,7894
protamine,,segmentation_error,9,7896
rf-compound,rf,segmentation_error,9,7898
-like,nine,word_level_error,3,7899
ec-pan,escipian,character_insertion_deletion,3,7904
maleate,malate,character_substitution,1,7908
zelcal-k27,xelcol,segmentation_error,6,7909
norethindrone,norethendron,character_substitution,2,7912
ourfix-cv,ourfixcv,character_substitution,1,7913
mypol,mipol,character_substitution,1,7914
mechlorethamine,meclorethamine,character_substitution,1,7915
croser-n,crosa,word_level_error,4,7918
nova-sr,noviase,word_level_error,3,7919
lupipan-dsr,lupapandiasar,phonetic_substitution,5,7922
fluzet-cf,flucid,phonetic_substitution,6,7923
fastnac-sr,fastnakasar,phonetic_substitution,3,7925
fecon-hp,fecundate,word_level_error,5,7928
hifenac-p,hifnac-p,character_substitution,1,7931
auxisoda-ds,oxysodideus,word_level_error,7,7934
selpercatinib,salpacatinib,word_level_error,3,7935
non-small,nonce,segmentation_error,6,7935
rosulite-cv,rosulite,character_insertion_deletion,3,7938
turbovas-asp,turbovis,phonetic_substitution,5,7940
levodak-lb,levodacalbi,phonetic_substitution,3,7941
ceftivo-s,ceftivo,character_insertion_deletion,2,7942
oestradiol,estradiol,character_substitution,1,7944
cinnarizine,synerazine,word_level_error,5,7946
floxitril-oz,phloxetrolase,word_level_error,7,7947
tranylcypromine,trenylsipramine,phonetic_substitution,4,7948
gemodol,gemadol,character_substitution,1,7950
rosloy-cv,roslois,phonetic_substitution,4,7952
infoxon-s,infoxynase,phonetic_substitution,3,7953
almag-o,almago,character_substitution,1,7955
vinpocetine,vinpostine,character_substitution,2,7957
m-klav,mclavtab,phonetic_substitution,5,7960
canozol,canazol,character_substitution,1,7962
ebast-m,ebastim,character_substitution,1,7966
esomeprazole,s-amprazole,word_level_error,4,7969
cevimeline,sevimline,character_substitution,2,7970
combee-el,camille,word_level_error,6,7971
daclatasvir,daclitasvir,character_substitution,1,7973
pulse-b,pulse,character_insertion_deletion,2,7974
pro-3,,segmentation_error,5,7975
sebotar-s,sebateres,phonetic_substitution,3,7977
centbucridine,centbacridine,character_substitution,1,7978
rabifast-dsr,rabifast,phonetic_substitution,4,7979
amex-cv,amexcv,character_substitution,1,7980
moxyril-cv,moxiril-cv,character_substitution,1,7984
amoxycillin,amexicillin,character_substitution,2,7984
mct-rof,m,segmentation_error,6,7986
omriz-d,omriz,character_insertion_deletion,2,7987
neodipine-m,neudepinem,phonetic_substitution,3,7992
rouzyme-db,ruzime,segmentation_error,5,7993
lupigestrone,lupite,segmentation_error,6,7997
well-documented,well,segmentation_error,11,7997
dashmool,dashmul,character_substitution,2,7998
golimumab,golemumab,character_substitution,1,7999
syril-f,cereal,word_level_error,6,8000
mumron-z,mamran,phonetic_substitution,4,8001
mucorex-b,mucorex,character_insertion_deletion,2,8002
shelcal-500,chalcol-5,word_level_error,5,8006
pro-nutrial,prone,segmentation_error,7,8009
cutting-edge,cutting,phonetic_substitution,5,8009
clobetasol-17-propionate,clobdosol-17-per-peonate,phonetic_substitution,6,8010
metrogyl-dg,metragildi,phonetic_substitution,4,8011
oflotec-oz,aflotikosi,word_level_error,6,8012
succinate,sexinate,phonetic_substitution,3,8015
sniz-dp,snisdp,character_substitution,2,8016
perphenazine,perfenazine,character_substitution,2,8017
ombel-d,amel-d,character_substitution,2,8018
vexol,vexel,character_substitution,1,8019
rejulox-c,rejulok,character_insertion_deletion,3,8023
acemiz-mr,sms,segmentation_error,8,8024
acemol-p,a,segmentation_error,7,8028
cal-os,,segmentation_error,6,8029
transic-p,trancic,character_insertion_deletion,3,8031
suppol,sepal,phonetic_substitution,3,8036
abmef-ds,abmephtiastab,phonetic_substitution,8,8037
pegwal-nmt,pegualen,phonetic_substitution,4,8038
combilox-cv,cambylox,phonetic_substitution,5,8040
once-daily,once,segmentation_error,6,8041
p-cal,pcl,character_insertion_deletion,2,8044
fc-tab,fctab,character_substitution,1,8048
hydrocortamate,hydrocortimate,character_substitution,1,8050
entimin-p,entymen,phonetic_substitution,4,8053
ramistar-a,ramistar,character_insertion_deletion,2,8057
lysinate,,segmentation_error,8,8058
eravacycline,iravacycline,character_substitution,1,8059
snovimox-cv,snovimox,character_insertion_deletion,3,8060
nauset-md,nositim,phonetic_substitution,5,8061
c-cal,ccal,character_substitution,1,8066
povlik-m,pavlikin,phonetic_substitution,3,8067
prochlorperazine,prochloropyrazine,character_substitution,2,8071
maleate,malate,character_substitution,1,8071
x-tran,extran,character_substitution,2,8072
avas-d,ava's,word_level_error,3,8074
sibutramine,subutramine,character_substitution,1,8075
flexilor-sp,flexula,phonetic_substitution,6,8076
norgestimate,norgestamate,character_substitution,1,8077
omee-d,omid,character_insertion_deletion,3,8081
neurokem-nt,neurocommenty,phonetic_substitution,5,8085
actobal-m,actablem,phonetic_substitution,3,8087
moxifast-cv,moxifast,character_insertion_deletion,3,8088
macpod-cv,macpod,character_insertion_deletion,3,8091
ray-d3,roid3,phonetic_substitution,3,8092
zylocef-t,xylose,word_level_error,5,8094
optichol,optical,character_substitution,2,8095
pvzole-dsr,pv-zoll,word_level_error,6,8096
zert-od,xerto,character_insertion_deletion,3,8098
extended-release,extended,phonetic_substitution,8,8099
levosalbutamol,levazalbutamol,character_substitution,2,8100
redivent-duo,redivant,phonetic_substitution,5,8100
klor-con,chlor-con-m20,segmentation_error,6,8101
loxcam-p,loxcom,character_insertion_deletion,3,8104
evatin-m,evatenim,character_substitution,2,8105
regperi-o,rigpari,phonetic_substitution,4,8107
flomex-n,phloem,word_level_error,6,8110
lenclog-t,langlois,phonetic_substitution,5,8111
olpit-nz,olputin's,phonetic_substitution,4,8113
ovalink-sr,ovalin-casar,phonetic_substitution,4,8117
resugo-al,risugoil,phonetic_substitution,3,8118
alpha-amylase,alpha,segmentation_error,8,8122
angizaar-h,angus,phonetic_substitution,7,8124
margetuximab-cmkb,margotuximab,phonetic_substitution,6,8125
eurepa-mf,europermef,word_level_error,4,8130
e-z-hd,azhd,character_insertion_deletion,3,8134
celvitrol,salvatrol,word_level_error,3,8135
sulfate,sulphate,character_substitution,2,8136
co-administered,coad,segmentation_error,11,8136
anti-inflammatory,anti,segmentation_error,13,8142
rosoris-ac,rosaris,phonetic_substitution,4,8144
numlo-r,numlo,character_insertion_deletion,2,8147
quser-xl,querciraxel,word_level_error,6,8149
oflocom-oz,off,segmentation_error,8,8152
depsonil-dz,dipsonal,phonetic_substitution,5,8153
almox-cv,omac's,word_level_error,7,8155
soviceft-s,savyseftes,phonetic_substitution,4,8156
mis-d-sun,mastisuin,phonetic_substitution,5,8160
widely-used,widely,segmentation_error,5,8160
sanof-oz,sanofo's,phonetic_substitution,3,8162
flutop-la,flutopla,character_substitution,1,8164
betamethasone,beta-methasone,character_substitution,1,8166
pen-dsr,pendeasol,phonetic_substitution,5,8167
-,old,character_insertion_deletion,3,8168
ulsaton-d,saturn,word_level_error,6,8168
afatinib,a,segmentation_error,7,8170
pantabit-dsr,pantibit,phonetic_substitution,5,8172
dizep-p,dysop,word_level_error,5,8174
olamine,,segmentation_error,7,8175
fosinopril,phosphonopril,word_level_error,5,8176
eltocin-br,l-tosinbiol,word_level_error,7,8177
tenlifast-rv,tenlafastar,phonetic_substitution,3,8178
nebivas-h,nebovizh,phonetic_substitution,4,8181
penalgon-mr,penelgan,phonetic_substitution,5,8182
neuro-od,neuro-odd,character_substitution,1,8185
onyx-dm,onyx,character_insertion_deletion,3,8188
manodol-1,manadol,character_insertion_deletion,3,8189
ft-mac,fdma-c,phonetic_substitution,3,8190
anti-inflammatory,anti,segmentation_error,13,8192
perindopril,perendopral,character_substitution,2,8195
promistin-ts,promescentiis,phonetic_substitution,6,8196
molindone,molendone,character_substitution,1,8198
radixil-a,radixsilla,character_substitution,2,8199
solrazole,salrazole,character_substitution,1,8200
cobaday-av,kobade,segmentation_error,6,8203
well-documented,well,segmentation_error,11,8205
alfa-2a,alpha,phonetic_substitution,4,8208
nalbuphine,nalbufine,character_substitution,2,8210
serropar-k,seropar,character_insertion_deletion,3,8216
olmetor-m,ometarem,word_level_error,3,8217
benztropine,benstropine,character_substitution,1,8218
levifer-xt,levifer,character_insertion_deletion,3,8219
r-progest,arpro,segmentation_error,6,8220
jtus-br,jitas-br,character_substitution,2,8221
altole-d,alto,segmentation_error,4,8223
arg-9,arg9,character_substitution,1,8225
albendazole,albendazzle,character_substitution,1,8228
themisylate,themisolate,character_substitution,1,8229
ranibizumab-eqrn,ranibizumabecan,phonetic_substitution,3,8231
evolocumab,ivalicumab,word_level_error,3,8234
inamrinone,enamranon,word_level_error,3,8238
amoxicillin,amexicillin,character_substitution,1,8239
jee-hb,ghb,word_level_error,4,8241
meco-abf,mecoabf,character_substitution,1,8243
translipo-c,translipo,character_insertion_deletion,2,8248
afatinib,a,segmentation_error,7,8252
dimaleate,fatinib,word_level_error,8,8252
cyclizine,cyclozine,character_substitution,1,8253
obiglo-md,abigloem,word_level_error,3,8254
propafenone,perpaphenon,phonetic_substitution,5,8256
rosimit-f,rosametef,phonetic_substitution,3,8259
acetomenadione,acetaminidine,phonetic_substitution,4,8261
pantoloc-40,pantaloc,phonetic_substitution,4,8262
rovo-oz,rovoaztab,word_level_error,5,8265
minym-er,minimiar,phonetic_substitution,3,8266
refil-50,refill,character_insertion_deletion,3,8267
nevelol-h,nevelol,character_insertion_deletion,2,8268
t-don,t-d-o-n-i-n-j,segmentation_error,8,8270
clotof-g,cladoff,phonetic_substitution,4,8272
ayurfine,irfine,character_insertion_deletion,3,8273
ne-400,ne-4-100-plus,segmentation_error,7,8274
l-cystine,l-cysteine,character_substitution,1,8275
amoxicillin,amexicillin,character_substitution,1,8277
saron-ac,serenade,word_level_error,5,8280
sorafenib,sorifnib,character_substitution,2,8283
cevimeline,sevimline,character_substitution,2,8285
topinate,tarpanate,word_level_error,3,8289
zifer-xt,xyfer-xttb,word_level_error,4,8290
ventriol-lc,ventrilelce,phonetic_substitution,3,8291
vitamac-cz,vitamax,phonetic_substitution,4,8292
levobunolol,levobunnelol,character_substitution,2,8293
letgo-p,letgo,character_insertion_deletion,2,8295
clorazepate,chloraspate,phonetic_substitution,3,8296
feron-xt,feron,character_insertion_deletion,3,8299
d-masi,d-massiforte,segmentation_error,6,8300
oxila-a,oxilla,character_substitution,2,8303
adalimumab-aqvh,adalimumabac,phonetic_substitution,4,8309
pantabit-isr,pantibatisser,phonetic_substitution,5,8311
zosart-h,zosartach,character_substitution,2,8312
sufrate-pz,sulfrate,word_level_error,4,8314
long-term,long,segmentation_error,5,8316
amracef-cv,amrasoth,phonetic_substitution,6,8319
heptavir,heptavir-soln,phonetic_substitution,5,8320
timken-fx,timken,character_insertion_deletion,3,8322
cozymin-dx,casamendiex,phonetic_substitution,7,8323
telmed-ct,telmcity,word_level_error,5,8324
nimegesic-od,nymjiziko,phonetic_substitution,8,8327
liquiron-xt,liquirin,phonetic_substitution,4,8330
minirab-d,minorabdhi,phonetic_substitution,4,8336
jivnate,givnate,character_substitution,1,8338
omeprazole,omprozole,character_substitution,2,8340
carbetol-cr,carbital,phonetic_substitution,5,8341
novomine-od,navamino,phonetic_substitution,5,8342
plus-war,pluswar,character_substitution,1,8345
pain-relief,pain,segmentation_error,7,8348
-,,character_substitution,1,8351
amoxycillin,amoxicillin,character_substitution,1,8353
haledol-sp,halodolus,phonetic_substitution,3,8357
zepam-md,zepam,character_insertion_deletion,3,8359
hb-up,hbip,character_substitution,2,8360
ritodrine,ritadrine,character_substitution,1,8361
numlo-at,numlo,character_insertion_deletion,3,8363
n-butyl,enbut,word_level_error,4,8364
cyanoacrylate,,segmentation_error,13,8364
fv-tone,a,segmentation_error,7,8369
fusac-m,fusacam,character_substitution,1,8372
ingagen-m,engagin-m,character_substitution,2,8374
dejac-t,dijakti,phonetic_substitution,4,8376
amlodipine,amnodypine,character_substitution,2,8378
besylate,bacillate,phonetic_substitution,4,8378
emzole-d,emzol-d,character_substitution,1,8380
pensig-dsr,pensydeus,word_level_error,5,8381
coslor-p,kossler,word_level_error,5,8382
cezlevo-cold,seslivo,segmentation_error,8,8385
aequimol,equimol,character_substitution,1,8387
skyzol,schizol,phonetic_substitution,3,8388
chlorpheniramine,chlorophenyramine,character_substitution,2,8390
salmeterol,salmiderol,character_substitution,2,8391
xinafoate,xenophote,phonetic_substitution,5,8391
gepirone,gepiron,character_substitution,1,8395
vinxone-s,vinxon,character_insertion_deletion,3,8396
rabeprazole,raprozole,character_insertion_deletion,3,8397
eldapril,ldaprol,character_substitution,2,8398
r-ppi-l,rppil,character_insertion_deletion,2,8401
amlopin-m,amlopinem,character_substitution,1,8404
succinate,sexenate,phonetic_substitution,4,8404
deca-durabolin,dacadurabolin,character_substitution,2,8406
ethylestrenol,ethylstronol,character_substitution,2,8410
sudex-ar,pseudoxy-r,word_level_error,5,8413
doxypal-dr,doxipil-dr,character_substitution,2,8415
morbicef-cv,morbiceps,phonetic_substitution,4,8417
montoss-f,montosef,character_substitution,2,8419
panril-d,panrel,character_insertion_deletion,3,8420
pazopanib,pazepanib,character_substitution,1,8423
amoxicillin,amexicillin,character_substitution,1,8425
cetomacrogol,cetimacrigal,phonetic_substitution,3,8427
clopilet-a,clopalite,phonetic_substitution,4,8430
serospa-d,serospidi,phonetic_substitution,3,8431
stomach-related,stomach,phonetic_substitution,8,8439
lowic-oz,lawica's,phonetic_substitution,4,8440
ofact-od,ofacto,character_insertion_deletion,2,8441
b-banc,bebank,character_substitution,2,8442
plus-ds,plus,character_insertion_deletion,3,8443
well-tolerated,well,segmentation_error,10,8449
cc-go,sisigo,word_level_error,4,8450
pazopanib,pazepaneb,character_substitution,2,8452
